ClientID,Age,Gender,Race,Ethnicity,VeteranStatus
420825,37.0,Trans Female (MTF or Male to Female),White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
322997,38.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419523,66.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
416696,49.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
418362,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
362927,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
346593,20.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419526,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
402130,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
373473,27.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
425706,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
403050,23.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
403186,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
110192,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
399340,20.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
416885,56.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
415733,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
352684,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
415399,44.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
321918,50.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
280218,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
425704,74.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
363433,48.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419667,25.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
425828,41.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
161111,39.0,Female,White (HUD),Hispanic/Latino (HUD),No (HUD)
371777,36.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
214022,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
153324,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
219636,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419124,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
360883,52.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
420897,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
318262,36.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
425912,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
390305,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
200794,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
160758,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
158981,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
383778,63.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
337991,65.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
217339,56.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
153324,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
256529,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
425991,32.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
420825,37.0,Trans Female (MTF or Male to Female),White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
200794,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
360237,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
193888,34.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426181,35.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
227678,32.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
169422,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
76511,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
165060,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
185515,44.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426180,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
285483,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
176580,46.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
133240,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
421596,61.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426303,22.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
197232,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
421938,32.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426299,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
209331,56.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
422312,36.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
108279,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426298,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
109426,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
316734,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
425706,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
19938,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
103533,57.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
154785,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
261739,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
227678,32.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
174801,59.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426300,54.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426301,49.0,Female,White (HUD),Hispanic/Latino (HUD),No (HUD)
123122,52.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426413,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
426303,22.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
331491,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
168290,57.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
426508,60.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426506,50.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
403050,23.0,Male,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
200794,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419124,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
231530,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
343041,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419801,36.0,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD)
415733,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
424403,20.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426300,54.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427141,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
360237,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
256529,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
411652,48.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
19938,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
266721,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427138,38.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
200387,44.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
368692,33.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
404041,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
373728,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
159179,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
427140,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
76511,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
214022,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
164121,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
402258,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
67984,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
248566,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
322997,39.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426180,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
423563,45.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427135,24.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
331491,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
421939,61.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
320781,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
181716,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
427141,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
418225,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
403186,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
421416,18.0,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD)
423932,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
181716,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
427284,50.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
380535,46.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
360883,53.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
415399,44.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
415733,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
199086,57.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427134,64.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
406923,33.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
289294,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
285483,29.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427359,61.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427360,57.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
399024,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
213769,56.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
418362,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
403186,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
396639,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
258810,50.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427456,26.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
402258,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
300905,31.0,Trans Female (MTF or Male to Female),Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427535,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
415102,52.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
427639,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427640,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
157422,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
331381,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
312758,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
108279,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
369309,29.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
411485,37.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427731,51.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
179965,49.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
136239,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
160758,60.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
404041,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
426608,21.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
299942,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
320781,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427135,24.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
403745,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
422786,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
305161,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
181716,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
426299,47.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
373971,30.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
320781,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
266721,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
418225,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
423089,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
418362,22.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
181716,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
360237,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
415399,44.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
258810,51.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428209,38.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
280617,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
344091,39.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
127418,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
405331,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
159422,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428207,19.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
427733,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428211,39.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
175788,37.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
287048,36.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
419124,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
403745,32.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
331381,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
166457,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
346815,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
422786,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
193592,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
360883,53.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
188314,39.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
124817,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427731,51.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
76511,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
397646,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
261739,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
352684,22.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
343488,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427141,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2054,63.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
67161,58.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
418616,54.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
428500,18.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
383778,63.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
252170,41.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428596,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
217339,56.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
418225,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
360237,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
346593,20.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
181716,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
2054,63.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
216598,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
373728,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
428700,62.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
108279,49.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
422786,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419804,30.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
217728,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428703,19.0,Male,Black or African American (HUD),Hispanic/Latino (HUD),No (HUD)
360883,53.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
428699,32.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
424403,20.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
177865,36.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428757,35.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
157126,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428792,35.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
127418,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
428793,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427137,34.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
261739,26.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428207,20.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
427141,42.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
419391,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
405289,58.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
175788,37.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
343488,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
416885,56.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
305161,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
180107,69.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
67161,58.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
396639,45.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
416884,19.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
403186,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
360883,53.0,Male,White (HUD),Hispanic/Latino (HUD),No (HUD)
193592,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
383781,36.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
337991,65.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
200300,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
207502,58.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
429151,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
429152,31.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
416696,49.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
360237,52.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
271159,29.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
429150,25.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
423932,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
159422,59.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
157126,43.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
129338,49.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
429149,49.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
266721,54.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
290465,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
331381,55.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
258810,51.0,Female,American Indian or Alaska Native (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
423991,48.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
418876,44.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
404041,45.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428596,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
368693,67.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
403186,23.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
402258,41.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
320781,41.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
422786,47.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
429149,49.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428699,32.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
188314,39.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
252170,41.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
412856,56.0,Female,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
383781,36.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
357848,28.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
416285,26.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
321918,51.0,Female,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
2142,63.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
290465,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
427535,51.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),Yes (HUD)
124817,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
428793,50.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
130671,56.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
166457,53.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
385886,59.0,Male,White (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
197176,48.0,Male,Black or African American (HUD),Non-Hispanic/Non-Latino (HUD),No (HUD)
